metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,0.1,title,title,0, '10,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,0.1,title,title,1, '61,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,0.1,title,title,2, 13-,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,0.1,title,title,3, 163,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,0.1,title,title,4, izq,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,0.1,title,title,5,/jay,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,0.1,title,title,6,agru,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,0.1,title,title,7,1465,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,0, '10,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,1, '61,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,2, 13-,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,3, 163,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,4, izq,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,5,/jay,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,6,agru,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,7,1465,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,8,lowh,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,9,leyt,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,10,"eth,",15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,11,ldge,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,12,awnm,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,13, (ph,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,14,/fac,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,0.1,title,title,15,ch/a,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,4,0.05,0.1,title,title,0, '10,15,155,0.0967741935483871
