metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.5,title,title,0, 4t,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.5,title,title,1, nb,70,155,0.45161290322580644
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.5,title,title,2, 'j,64,155,0.4129032258064516
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.5,title,title,3, #8,60,155,0.3870967741935484
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.5,title,title,4, (j,55,155,0.3548387096774194
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.5,title,title,5, 1-,74,155,0.4774193548387097
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.5,title,title,6, $1,61,155,0.3935483870967742
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.5,title,title,7, 2',43,155,0.27741935483870966
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,0, 4t,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,1, nb,70,155,0.45161290322580644
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,2, 'j,64,155,0.4129032258064516
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,3, #8,60,155,0.3870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,4, (j,55,155,0.3548387096774194
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,5, 1-,74,155,0.4774193548387097
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,6, $1,61,155,0.3935483870967742
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,7, 2',43,155,0.27741935483870966
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,8, 3-,67,155,0.432258064516129
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,9, 55,71,155,0.45806451612903226
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,10, #9,65,155,0.41935483870967744
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,11, 'v,60,155,0.3870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,12, (u,70,155,0.45161290322580644
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,13, (v,69,155,0.44516129032258067
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,14, 01,62,155,0.4
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.5,title,title,15, # ,36,155,0.23225806451612904
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.5,title,title,0, 4t,77,155,0.4967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.5,title,title,1, nb,70,155,0.45161290322580644
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.5,title,title,2, 'j,64,155,0.4129032258064516
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.5,title,title,3, #8,60,155,0.3870967741935484
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.5,title,title,4, (j,55,155,0.3548387096774194
