metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,1.0,title,title,0, (de,78,155,0.5032258064516129
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,1.0,title,title,1, chl,78,155,0.5032258064516129
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,1.0,title,title,2, mey,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,1.0,title,title,3,urs:,74,155,0.4774193548387097
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,1.0,title,title,4,azed,81,155,0.5225806451612903
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,1.0,title,title,5,rkle,83,155,0.535483870967742
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,1.0,title,title,6,zies,76,155,0.49032258064516127
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.05,1.0,title,title,7,n-st,65,155,0.41935483870967744
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,1.0,title,title,0, (de,78,155,0.5032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,1.0,title,title,1, chl,78,155,0.5032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,1.0,title,title,2, mey,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,1.0,title,title,3,urs:,74,155,0.4774193548387097
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,1.0,title,title,4,azed,81,155,0.5225806451612903
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,1.0,title,title,5,rkle,83,155,0.535483870967742
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,1.0,title,title,6,zies,76,155,0.49032258064516127
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,1.0,title,title,7,n-st,65,155,0.41935483870967744
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.05,1.0,title,title,8,co's,78,155,0.5032258064516129
