metadata_version,metadata_file,fingerprint_width,feature_selection_method,hamming_cluster_count,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,ngrams,alias_count,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,0, 4t,"["" 4t""]",1,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,1, (2,"["" (2""]",1,81,155,0.5225806451612903
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,2, 'j,"["" 'j""]",1,64,155,0.4129032258064516
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,3, #8,"["" #8""]",1,60,155,0.3870967741935484
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,4, '0,"["" '0""]",1,93,155,0.6
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,5, (k,"["" (k""]",1,79,155,0.5096774193548387
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,6, $1,"["" $1""]",1,61,155,0.3935483870967742
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,7, #6,"["" #6""]",1,93,155,0.6
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,0, 4t,"["" 4t""]",1,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,1, (2,"["" (2""]",1,81,155,0.5225806451612903
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,2, 'j,"["" 'j""]",1,64,155,0.4129032258064516
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,3, #8,"["" #8""]",1,60,155,0.3870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,4, '0,"["" '0""]",1,93,155,0.6
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,5, (k,"["" (k""]",1,79,155,0.5096774193548387
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,6, $1,"["" $1""]",1,61,155,0.3935483870967742
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,7, #6,"["" #6""]",1,93,155,0.6
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,8, '6,"["" '6""]",1,90,155,0.5806451612903226
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,9, 'g,"["" 'g""]",1,97,155,0.6258064516129033
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,10, #9,"["" #9""]",1,65,155,0.41935483870967744
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,11, '7,"["" '7""]",1,97,155,0.6258064516129033
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,12, 'l,"["" 'l""]",1,121,155,0.7806451612903226
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,13, 'o,"["" 'o""]",1,104,155,0.6709677419354839
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,14, 'w,"["" 'w""]",1,100,155,0.6451612903225806
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,15, # ,"["" # ""]",1,36,155,0.23225806451612904
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,0, 4t,"["" 4t""]",1,77,155,0.4967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,154,3,0.0,1,title,title,1, (2,"["" (2""]",1,81,155,0.5225806451612903
