metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,0.5,title,title,0,3/,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,0.5,title,title,1,b?,73,155,0.47096774193548385
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,0.5,title,title,2,"7,",69,155,0.44516129032258067
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,0.5,title,title,3," """,74,155,0.4774193548387097
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,0.5,title,title,4, =,68,155,0.43870967741935485
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,0.5,title,title,5,--,71,155,0.45806451612903226
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,0.5,title,title,6,""" ",52,155,0.33548387096774196
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,0.5,title,title,7,'5,59,155,0.38064516129032255
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,0,3/,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,1,b?,73,155,0.47096774193548385
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,2,"7,",69,155,0.44516129032258067
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,3," """,74,155,0.4774193548387097
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,4, =,68,155,0.43870967741935485
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,5,--,71,155,0.45806451612903226
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,6,""" ",52,155,0.33548387096774196
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,7,'5,59,155,0.38064516129032255
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,8,'z,64,155,0.4129032258064516
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,9,",2",26,155,0.16774193548387098
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,10,$2,52,155,0.33548387096774196
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,11,$5,58,155,0.3741935483870968
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,12,"',",70,155,0.45161290322580644
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,13,(u,75,155,0.4838709677419355
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,14,(z,49,155,0.3161290322580645
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,0.5,title,title,15, [,44,155,0.2838709677419355
2,block_infix_fingerprint_v002.json,32,local_split_entropy,2,0.0,0.5,title,title,0,3/,77,155,0.4967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy,2,0.0,0.5,title,title,1,b?,73,155,0.47096774193548385
2,block_infix_fingerprint_v002.json,32,local_split_entropy,2,0.0,0.5,title,title,2,"7,",69,155,0.44516129032258067
2,block_infix_fingerprint_v002.json,32,local_split_entropy,2,0.0,0.5,title,title,3," """,74,155,0.4774193548387097
2,block_infix_fingerprint_v002.json,32,local_split_entropy,2,0.0,0.5,title,title,4, =,68,155,0.43870967741935485
2,block_infix_fingerprint_v002.json,32,local_split_entropy,2,0.0,0.5,title,title,5,--,71,155,0.45806451612903226
2,block_infix_fingerprint_v002.json,32,local_split_entropy,2,0.0,0.5,title,title,6,""" ",52,155,0.33548387096774196
2,block_infix_fingerprint_v002.json,32,local_split_entropy,2,0.0,0.5,title,title,7,'5,59,155,0.38064516129032255
