metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.25,title,title,0, $2,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.25,title,title,1,ux:,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.25,title,title,2,wup,37,155,0.23870967741935484
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.25,title,title,3,10/,36,155,0.23225806451612904
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.25,title,title,4,$20,27,155,0.17419354838709677
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.25,title,title,5,'ed,35,155,0.22580645161290322
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.25,title,title,6,kyw,33,155,0.2129032258064516
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,0.25,title,title,7,owu,34,155,0.21935483870967742
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,0, $2,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,1,ux:,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,2,wup,37,155,0.23870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,3,10/,36,155,0.23225806451612904
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,4,$20,27,155,0.17419354838709677
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,5,'ed,35,155,0.22580645161290322
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,6,kyw,33,155,0.2129032258064516
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,7,owu,34,155,0.21935483870967742
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,8,39 ,35,155,0.22580645161290322
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,9,h/w,31,155,0.2
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,10,#44,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,11,'eq,32,155,0.2064516129032258
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,12,-2-,35,155,0.22580645161290322
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,13, 6.,37,155,0.23870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,14,' &,28,155,0.18064516129032257
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,0.25,title,title,15, 9.,25,155,0.16129032258064516
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,0, $2,38,155,0.24516129032258063
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,1,ux:,38,155,0.24516129032258063
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,2,wup,37,155,0.23870967741935484
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,3,10/,36,155,0.23225806451612904
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,4,$20,27,155,0.17419354838709677
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,5,'ed,35,155,0.22580645161290322
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,6,kyw,33,155,0.2129032258064516
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,7,owu,34,155,0.21935483870967742
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,8,39 ,35,155,0.22580645161290322
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,9,h/w,31,155,0.2
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,10,#44,38,155,0.24516129032258063
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,11,'eq,32,155,0.2064516129032258
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,12,-2-,35,155,0.22580645161290322
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,13, 6.,37,155,0.23870967741935484
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,0.25,title,title,14,' &,28,155,0.18064516129032257
