metadata_version,metadata_file,fingerprint_width,feature_selection_method,hamming_cluster_count,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,ngrams,alias_count,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,0,3/,"[""3/""]",1,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,1,b?,"[""b?""]",1,73,155,0.47096774193548385
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,2,"7,","[""7,""]",1,69,155,0.44516129032258067
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,3," ""","["" \""""]",1,74,155,0.4774193548387097
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,4, =,"["" =""]",1,68,155,0.43870967741935485
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,5,--,"[""--""]",1,71,155,0.45806451612903226
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,6,""" ","[""\"" ""]",1,52,155,0.33548387096774196
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,7,'5,"[""'5""]",1,59,155,0.38064516129032255
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,0,3/,"[""3/""]",1,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,1,b?,"[""b?""]",1,73,155,0.47096774193548385
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,2,"7,","[""7,""]",1,69,155,0.44516129032258067
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,3," ""","["" \""""]",1,74,155,0.4774193548387097
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,4, =,"["" =""]",1,68,155,0.43870967741935485
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,5,--,"[""--""]",1,71,155,0.45806451612903226
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,6,""" ","[""\"" ""]",1,52,155,0.33548387096774196
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,7,'5,"[""'5""]",1,59,155,0.38064516129032255
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,8,'z,"[""'z""]",1,64,155,0.4129032258064516
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,9,",2","["",2""]",1,26,155,0.16774193548387098
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,10,$2,"[""$2""]",1,52,155,0.33548387096774196
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,11,$5,"[""$5""]",1,58,155,0.3741935483870968
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,12,"',","[""',""]",1,70,155,0.45161290322580644
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.5,title,title,13,(u,"[""(u""]",1,75,155,0.4838709677419355
