metadata_version,metadata_file,fingerprint_width,feature_selection_method,hamming_cluster_count,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,ngrams,alias_count,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,0, '10,"["" '10""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,1, '61,"["" '61""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,2, 13-,"["" 13-""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,3, 163,"["" 163""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,4, izq,"["" izq""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,5,/jay,"[""/jay""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,6,agru,"[""agru""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,7,1465,"[""1465""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,0, '10,"["" '10""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,1, '61,"["" '61""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,2, 13-,"["" 13-""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,3, 163,"["" 163""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,4, izq,"["" izq""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,5,/jay,"[""/jay""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,6,agru,"[""agru""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,7,1465,"[""1465""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,8,lowh,"[""lowh""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,9,leyt,"[""leyt""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,10,"eth,","[""eth,""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,11,ldge,"[""ldge""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,12,awnm,"[""awnm"", ""nmow"", ""wnmo""]",3,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,13, (ph,"["" (ph""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,14,/fac,"[""/fac""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,15,ch/a,"[""ch/a""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,0, '10,"["" '10""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,1, '61,"["" '61""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,2, 13-,"["" 13-""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,3, 163,"["" 163""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,4, izq,"["" izq""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,5,/jay,"[""/jay""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,6,agru,"[""agru""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,7,1465,"[""1465""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,8,lowh,"[""lowh""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,9,leyt,"[""leyt""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,10,"eth,","[""eth,""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,11,ldge,"[""ldge""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,12,awnm,"[""awnm"", ""nmow"", ""wnmo""]",3,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,13, (ph,"["" (ph""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,14,/fac,"[""/fac""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,15,ch/a,"[""ch/a""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,16,b: r,"[""b: r""]",1,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,17,ajaj,"[""ajaj""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,18,agew,"[""agew""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,19,ra/s,"[""ra/s""]",1,12,155,0.07741935483870968
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,20,15 b,"[""15 b""]",1,10,155,0.06451612903225806
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,21,l zw,"[""l zw""]",1,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,22, daj,"["" daj""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy_equivalence_classes,154,4,0.0,0.1,title,title,23, #99,"["" #99""]",1,8,155,0.05161290322580645
