metadata_version,metadata_file,fingerprint_width,feature_selection_method,hamming_cluster_count,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,ngrams,alias_count,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,0,3/,"[""3/""]",1,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,1,cv,"[""cv""]",1,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,2,z!,"[""z!""]",1,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,3,h),"[""h)""]",1,71,155,0.45806451612903226
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,4,jz,"[""jz""]",1,76,155,0.49032258064516127
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,5,mx,"[""mx""]",1,69,155,0.44516129032258067
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,6,3t,"[""3t""]",1,76,155,0.49032258064516127
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,7,z?,"[""z?""]",1,72,155,0.4645161290322581
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,0,3/,"[""3/""]",1,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,1,cv,"[""cv""]",1,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,2,z!,"[""z!""]",1,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,3,h),"[""h)""]",1,71,155,0.45806451612903226
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,4,jz,"[""jz""]",1,76,155,0.49032258064516127
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,5,mx,"[""mx""]",1,69,155,0.44516129032258067
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,6,3t,"[""3t""]",1,76,155,0.49032258064516127
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,7,z?,"[""z?""]",1,72,155,0.4645161290322581
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,8,g),"[""g)""]",1,74,155,0.4774193548387097
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,9,'!,"[""'!""]",1,39,155,0.25161290322580643
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,2,0.01,0.5,title,title,10," ""","["" \""""]",1,74,155,0.4774193548387097
