metadata_version,metadata_file,fingerprint_width,feature_selection_method,hamming_cluster_count,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,ngrams,alias_count,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,0, (de,"["" (de""]",1,78,155,0.5032258064516129
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,1, chl,"["" chl""]",1,78,155,0.5032258064516129
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,2, mey,"["" mey""]",1,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,3,urs:,"[""urs:""]",1,74,155,0.4774193548387097
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,4,azed,"[""azed""]",1,81,155,0.5225806451612903
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,5,rkle,"[""rkle""]",1,83,155,0.535483870967742
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,6,zies,"[""zies""]",1,76,155,0.49032258064516127
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,7,n-st,"[""n-st""]",1,65,155,0.41935483870967744
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,0, (de,"["" (de""]",1,78,155,0.5032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,1, chl,"["" chl""]",1,78,155,0.5032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,2, mey,"["" mey""]",1,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,3,urs:,"[""urs:""]",1,74,155,0.4774193548387097
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,4,azed,"[""azed""]",1,81,155,0.5225806451612903
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,5,rkle,"[""rkle""]",1,83,155,0.535483870967742
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,6,zies,"[""zies""]",1,76,155,0.49032258064516127
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,7,n-st,"[""n-st""]",1,65,155,0.41935483870967744
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,1,title,title,8,co's,"[""co's""]",1,78,155,0.5032258064516129
