metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,ngrams,alias_count,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,0, -a,"["" -a""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,1, 3!,"["" 3!""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,2,#53,"[""#53""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,3,&b ,"[""&b ""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,4,co2,"[""co2""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,5,csh,"[""csh""]",1,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,6,ybb,"[""ybb""]",1,13,155,0.08387096774193549
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,7,'cu,"[""'cu""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,0, -a,"["" -a""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,1, 3!,"["" 3!""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,2,#53,"[""#53""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,3,&b ,"[""&b ""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,4,co2,"[""co2""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,5,csh,"[""csh""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,6,ybb,"[""ybb""]",1,13,155,0.08387096774193549
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,7,'cu,"[""'cu""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,8,wgl,"[""wgl""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,9,*tc,"[""*tc"", ""b*t""]",2,13,155,0.08387096774193549
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,10,'12,"[""'12""]",1,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,11, l-,"["" l-""]",1,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,12,'kn,"[""'kn""]",1,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,13,!/g,"[""!/g""]",1,12,155,0.07741935483870968
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,14,(vo,"[""(vo""]",1,13,155,0.08387096774193549
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,15,b&b,"[""b&b""]",1,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,0, -a,"["" -a""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,1, 3!,"["" 3!""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,2,#53,"[""#53""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,3,&b ,"[""&b ""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,4,co2,"[""co2""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,5,csh,"[""csh""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,6,ybb,"[""ybb""]",1,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,7,'cu,"[""'cu""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,8,wgl,"[""wgl""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,9,*tc,"[""*tc"", ""b*t""]",2,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,10,'12,"[""'12""]",1,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,11, l-,"["" l-""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,12,'kn,"[""'kn""]",1,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,13,!/g,"[""!/g""]",1,12,155,0.07741935483870968
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,14,(vo,"[""(vo""]",1,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,15,b&b,"[""b&b""]",1,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,16,-2:,"[""-2:""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,17,bsl,"[""bsl""]",1,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,18,'05,"[""'05""]",1,12,155,0.07741935483870968
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,19,46-,"[""46-""]",1,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,20,47-,"[""47-""]",1,12,155,0.07741935483870968
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,21,"dd,","[""dd,""]",1,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,22, bn,"["" bn""]",1,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,23,(1a,"[""(1a""]",1,10,155,0.06451612903225806
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,3,0.0,0.1,title,title,24,#1-,"[""#1-""]",1,10,155,0.06451612903225806
