metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,1.0,title,title,0,.!,78,155,0.5032258064516129
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,1.0,title,title,1,/7,59,155,0.38064516129032255
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,1.0,title,title,2,$1,80,155,0.5161290322580645
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,1.0,title,title,3,!/,99,155,0.6387096774193548
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,1.0,title,title,4,$5,58,155,0.3741935483870968
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,1.0,title,title,5,% ,60,155,0.3870967741935484
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,1.0,title,title,6, =,68,155,0.43870967741935485
0,block_infix_fingerprint_v000.json,8,local_split_entropy,2,0.0,1.0,title,title,7," """,74,155,0.4774193548387097
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,0,.!,78,155,0.5032258064516129
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,1,/7,59,155,0.38064516129032255
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,2,$1,80,155,0.5161290322580645
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,3,!/,99,155,0.6387096774193548
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,4,$5,58,155,0.3741935483870968
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,5,% ,60,155,0.3870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,6, =,68,155,0.43870967741935485
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,7," """,74,155,0.4774193548387097
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,8,!',50,155,0.3225806451612903
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,9,""" ",52,155,0.33548387096774196
1,block_infix_fingerprint_v001.json,16,local_split_entropy,2,0.0,1.0,title,title,10, $,119,155,0.7677419354838709
