metadata_version,metadata_file,fingerprint_width,feature_selection_method,hamming_cluster_count,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,ngrams,alias_count,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,0,&a,"[""&a""]",1,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,1,y2,"[""y2""]",1,37,155,0.23870967741935484
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,2,3',"[""3'""]",1,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,3,'3,"[""'3""]",1,35,155,0.22580645161290322
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,4,* ,"[""* ""]",1,29,155,0.1870967741935484
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,5,?),"[""?)""]",1,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,6,*c,"[""*c""]",1,37,155,0.23870967741935484
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,7, ~,"["" ~""]",1,27,155,0.17419354838709677
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,0,&a,"[""&a""]",1,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,1,y2,"[""y2""]",1,37,155,0.23870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,2,3',"[""3'""]",1,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,3,'3,"[""'3""]",1,35,155,0.22580645161290322
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,2,0.0,0.25,title,title,4,* ,"[""* ""]",1,29,155,0.1870967741935484
