metadata_version,metadata_file,fingerprint_width,feature_selection_method,hamming_cluster_count,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,ngrams,alias_count,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,0, # 2,"["" # 2""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,1, #58,"["" #58""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,2, #8:,"["" #8:""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,3, $15,"["" $15""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,4, '30,"["" '30""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,5, '58,"["" '58""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,6, (ao,"["" (ao""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,7, 09 ,"["" 09 ""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,0, # 2,"["" # 2""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,1, #58,"["" #58""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,2, #8:,"["" #8:""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,3, $15,"["" $15""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,154,4,0.0,0.05,title,title,4, '30,"["" '30""]",1,7,155,0.04516129032258064
