metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,3,0.05,0.25,title,title,0, $2,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,3,0.05,0.25,title,title,1, gm,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,3,0.05,0.25,title,title,2,dd',38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,3,0.05,0.25,title,title,3,ulw,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,3,0.05,0.25,title,title,4,vyp,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,3,0.05,0.25,title,title,5,26:,37,155,0.23870967741935484
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,3,0.05,0.25,title,title,6,"ax,",38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,3,0.05,0.25,title,title,7,'ir,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,0, $2,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,1, gm,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,2,dd',38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,3,ulw,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,4,vyp,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,5,26:,37,155,0.23870967741935484
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,6,"ax,",38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,7,'ir,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,8,lkn,35,155,0.22580645161290322
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,9,p.e,32,155,0.2064516129032258
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,10,ag',36,155,0.23225806451612904
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,11,ob?,33,155,0.2129032258064516
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,12,u/t,36,155,0.23225806451612904
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,3,0.05,0.25,title,title,13, # ,36,155,0.23225806451612904
