metadata_version,metadata_file,fingerprint_width,feature_selection_method,hamming_cluster_count,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,ngrams,alias_count,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,0, $10,"["" $10""]",1,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,1, 6 -,"["" 6 -""]",1,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,2,.487,"["".487""]",1,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,3,/dis,"[""/dis""]",1,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,4,unou,"[""unou""]",1,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,5,kkot,"[""kkot""]",1,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,6,u sk,"[""u sk""]",1,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,7,if m,"[""if m""]",1,36,155,0.23225806451612904
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,0, $10,"["" $10""]",1,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,1, 6 -,"["" 6 -""]",1,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,2,.487,"["".487""]",1,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,3,/dis,"[""/dis""]",1,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,4,unou,"[""unou""]",1,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,5,kkot,"[""kkot""]",1,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,6,u sk,"[""u sk""]",1,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,7,if m,"[""if m""]",1,36,155,0.23225806451612904
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,8, zek,"["" zek""]",1,36,155,0.23225806451612904
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,9,on!!,"[""on!!""]",1,36,155,0.23225806451612904
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,10,ptab,"[""ptab""]",1,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,11,ra-t,"[""ra-t""]",1,37,155,0.23870967741935484
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,12, niv,"["" niv""]",1,33,155,0.2129032258064516
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy_equivalence_classes,154,4,0.05,0.25,title,title,13, $50,"["" $50""]",1,31,155,0.2
