metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.1,title,title,0, '10,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.1,title,title,1, 10/,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.1,title,title,2, 320,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.1,title,title,3, faj,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.1,title,title,4,amwe,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.1,title,title,5,"afe,",15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.1,title,title,6,ildy,14,155,0.09032258064516129
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.1,title,title,7,rke',15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,0, '10,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,1, 10/,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,2, 320,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,3, faj,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,4,amwe,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,5,"afe,",15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,6,ildy,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,7,rke',15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,8, 7 a,13,155,0.08387096774193549
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,9,glun,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,10,lijm,12,155,0.07741935483870968
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,11, 287,10,155,0.06451612903225806
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,12,00 u,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,13,...k,13,155,0.08387096774193549
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,14,?! t,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.1,title,title,15,cozi,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy,4,0.0,0.1,title,title,0, '10,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy,4,0.0,0.1,title,title,1, 10/,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy,4,0.0,0.1,title,title,2, 320,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,local_split_entropy,4,0.0,0.1,title,title,3, faj,15,155,0.0967741935483871
