metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,ngrams,alias_count,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,0, /,"["" /""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,1, {,"["" {""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,2,"""d","[""\""d""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,3,"""r","[""\""r""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,4,+c,"[""+c""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,5,2h,"[""2h""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,6,3+,"[""3+""]",1,7,155,0.04516129032258064
0,block_infix_fingerprint_v000.json,8,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,7,b5,"[""b5""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,0, /,"["" /""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,1, {,"["" {""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,2,"""d","[""\""d""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,3,"""r","[""\""r""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,4,+c,"[""+c""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,5,2h,"[""2h""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,6,3+,"[""3+""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,7,b5,"[""b5""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,8,#k,"[""#k""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,9,*p,"[""*p""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,10,e&,"[""e&""]",1,6,155,0.03870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,11,k5,"[""k5""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,12,$a,"[""$a""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,13,8s,"[""8s""]",1,6,155,0.03870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,14,9!,"[""9!""]",1,7,155,0.04516129032258064
1,block_infix_fingerprint_v001.json,16,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,15,"""w","[""\""w""]",1,6,155,0.03870967741935484
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,0, /,"["" /""]",1,7,155,0.04516129032258064
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,1, {,"["" {""]",1,7,155,0.04516129032258064
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,2,"""d","[""\""d""]",1,7,155,0.04516129032258064
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,3,"""r","[""\""r""]",1,7,155,0.04516129032258064
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,4,+c,"[""+c""]",1,7,155,0.04516129032258064
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,5,2h,"[""2h""]",1,7,155,0.04516129032258064
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,6,3+,"[""3+""]",1,7,155,0.04516129032258064
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,7,b5,"[""b5""]",1,7,155,0.04516129032258064
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,8,#k,"[""#k""]",1,7,155,0.04516129032258064
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,9,*p,"[""*p""]",1,7,155,0.04516129032258064
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,10,e&,"[""e&""]",1,6,155,0.03870967741935484
2,block_infix_fingerprint_v002.json,32,local_split_entropy_equivalence_classes,2,0.0,0.05,title,title,11,k5,"[""k5""]",1,7,155,0.04516129032258064
