metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.25,title,title,0, $10,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.25,title,title,1, hiz,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.25,title,title,2,9.35,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.25,title,title,3,knie,37,155,0.23870967741935484
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.25,title,title,4,adwi,38,155,0.24516129032258063
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.25,title,title,5, 4. ,35,155,0.22580645161290322
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.25,title,title,6,!/th,29,155,0.1870967741935484
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.25,title,title,7,xamp,36,155,0.23225806451612904
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.25,title,title,0, $10,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.25,title,title,1, hiz,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.25,title,title,2,9.35,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.25,title,title,3,knie,37,155,0.23870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.25,title,title,4,adwi,38,155,0.24516129032258063
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.25,title,title,5, 4. ,35,155,0.22580645161290322
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.25,title,title,6,!/th,29,155,0.1870967741935484
