metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,2,0.0,0.1,title,title,0, *,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,2,0.0,0.1,title,title,1,'),15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,2,0.0,0.1,title,title,2,0?,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,2,0.0,0.1,title,title,3,9b,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,2,0.0,0.1,title,title,4,q/,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,2,0.0,0.1,title,title,5,s(,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,2,0.0,0.1,title,title,6,s4,15,155,0.0967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,2,0.0,0.1,title,title,7,f3,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,0, *,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,1,'),15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,2,0?,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,3,9b,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,4,q/,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,5,s(,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,6,s4,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,7,f3,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,8,c3,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,9,4s,15,155,0.0967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,10,1r,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,11,$e,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,12,"n""",13,155,0.08387096774193549
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,13,@t,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,14,g1,14,155,0.09032258064516129
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,2,0.0,0.1,title,title,15,v6,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,0, *,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,1,'),15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,2,0?,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,3,9b,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,4,q/,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,5,s(,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,6,s4,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,7,f3,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,8,c3,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,9,4s,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,10,1r,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,11,$e,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,12,"n""",13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,13,@t,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,14,g1,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,15,v6,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,16,:n,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,17,f#,12,155,0.07741935483870968
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,18,n@,12,155,0.07741935483870968
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,19,g2,15,155,0.0967741935483871
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,20,"d""",10,155,0.06451612903225806
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,21,2r,13,155,0.08387096774193549
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,22,$9,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,23,l*,10,155,0.06451612903225806
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,24,"t""",12,155,0.07741935483870968
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,25,1m,14,155,0.09032258064516129
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,26,"""c",6,155,0.03870967741935484
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,27,!l,5,155,0.03225806451612903
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,28,:),8,155,0.05161290322580645
2,block_infix_fingerprint_v002.json,32,fingerprint_distribution_entropy,2,0.0,0.1,title,title,29,~d,4,155,0.025806451612903226
