metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,1.0,title,title,0, 4t,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,1.0,title,title,1, (2,81,155,0.5225806451612903
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,1.0,title,title,2, 'j,64,155,0.4129032258064516
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,1.0,title,title,3, #8,60,155,0.3870967741935484
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,1.0,title,title,4, '0,93,155,0.6
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,1.0,title,title,5, (k,79,155,0.5096774193548387
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,1.0,title,title,6, $1,61,155,0.3935483870967742
0,block_infix_fingerprint_v000.json,8,local_split_entropy,3,0.0,1.0,title,title,7, #6,93,155,0.6
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,0, 4t,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,1, (2,81,155,0.5225806451612903
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,2, 'j,64,155,0.4129032258064516
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,3, #8,60,155,0.3870967741935484
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,4, '0,93,155,0.6
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,5, (k,79,155,0.5096774193548387
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,6, $1,61,155,0.3935483870967742
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,7, #6,93,155,0.6
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,8, '6,90,155,0.5806451612903226
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,9, 'g,97,155,0.6258064516129033
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,10, #9,65,155,0.41935483870967744
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,11, '7,97,155,0.6258064516129033
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,12, 'l,121,155,0.7806451612903226
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,13, 'o,104,155,0.6709677419354839
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,14, 'w,100,155,0.6451612903225806
1,block_infix_fingerprint_v001.json,16,local_split_entropy,3,0.0,1.0,title,title,15, # ,36,155,0.23225806451612904
2,block_infix_fingerprint_v002.json,32,local_split_entropy,3,0.0,1.0,title,title,0, 4t,77,155,0.4967741935483871
