metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.01,0.5,title,title,0, 4 -,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.01,0.5,title,title,1,& na,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.01,0.5,title,title,2,azok,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.01,0.5,title,title,3,dega,76,155,0.49032258064516127
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.01,0.5,title,title,4,ef s,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.01,0.5,title,title,5,pe r,73,155,0.47096774193548385
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.01,0.5,title,title,6,si b,75,155,0.4838709677419355
0,block_infix_fingerprint_v000.json,8,fingerprint_distribution_entropy,4,0.01,0.5,title,title,7,zele,76,155,0.49032258064516127
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.01,0.5,title,title,0, 4 -,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.01,0.5,title,title,1,& na,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.01,0.5,title,title,2,azok,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.01,0.5,title,title,3,dega,76,155,0.49032258064516127
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.01,0.5,title,title,4,ef s,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.01,0.5,title,title,5,pe r,73,155,0.47096774193548385
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.01,0.5,title,title,6,si b,75,155,0.4838709677419355
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.01,0.5,title,title,7,zele,76,155,0.49032258064516127
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.01,0.5,title,title,8,and.,64,155,0.4129032258064516
1,block_infix_fingerprint_v001.json,16,fingerprint_distribution_entropy,4,0.01,0.5,title,title,9, # 1,16,155,0.1032258064516129
