metadata_version,metadata_file,fingerprint_width,feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,table_name,column_name,bit_index,ngram,block_presence_count,total_block_count,block_frequency
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.5,title,title,0, 4 -,77,155,0.4967741935483871
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.5,title,title,1, bo ,76,155,0.49032258064516127
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.5,title,title,2, (no,68,155,0.43870967741935485
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.5,title,title,3, #1 ,51,155,0.32903225806451614
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.5,title,title,4, & y,68,155,0.43870967741935485
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.5,title,title,5, 'to,56,155,0.36129032258064514
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.5,title,title,6, (ii,69,155,0.44516129032258067
0,block_infix_fingerprint_v000.json,8,local_split_entropy,4,0.0,0.5,title,title,7, #11,47,155,0.3032258064516129
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,0, 4 -,77,155,0.4967741935483871
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,1, bo ,76,155,0.49032258064516127
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,2, (no,68,155,0.43870967741935485
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,3, #1 ,51,155,0.32903225806451614
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,4, & y,68,155,0.43870967741935485
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,5, 'to,56,155,0.36129032258064514
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,6, (ii,69,155,0.44516129032258067
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,7, #11,47,155,0.3032258064516129
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,8, '97,28,155,0.18064516129032257
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,9, 'al,48,155,0.3096774193548387
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,10, #1:,55,155,0.3548387096774194
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,11, 'ba,61,155,0.3935483870967742
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,12, 'ma,76,155,0.49032258064516127
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,13, 'st,61,155,0.3935483870967742
1,block_infix_fingerprint_v001.json,16,local_split_entropy,4,0.0,0.5,title,title,14, (an,76,155,0.49032258064516127
